0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;22;33;44;55;66;77;88;100;88;77;77;75;68;59;50;40;29;25;22;22;22;21;19;15;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;10;11;11;11;21;32;43;54;64;75;84;88;84;84;88;84;75;64;54;43;40;35;33;33;33;32;29;25;19;13;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;4;10;15;19;21;22;22;22;25;29;40;50;59;68;75;77;77;88;100;88;77;66;55;54;50;44;44;44;44;43;40;35;28;21;13;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;5;13;19;25;29;32;33;33;33;35;40;44;50;54;59;64;66;75;84;88;84;75;66;66;64;59;55;55;55;55;54;50;44;37;28;19;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;5;13;21;28;35;40;43;44;44;44;44;50;54;59;64;66;66;66;68;75;77;75;77;77;77;75;68;66;66;66;66;64;59;52;44;35;25;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;5;13;21;28;37;44;50;54;55;55;55;55;59;64;68;75;77;77;77;77;77;77;84;88;88;88;84;77;77;77;77;77;75;68;59;50;40;29;19;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;4;13;21;28;37;44;52;59;64;66;66;66;66;68;75;77;84;88;88;88;88;88;88;88;100;100;100;88;88;88;88;88;88;84;75;64;54;43;32;21;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;10;19;28;37;44;52;59;68;75;77;77;77;77;77;84;88;88;100;100;100;100;100;100;100;88;100;100;100;100;100;100;100;100;88;77;66;55;44;33;22;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;5;15;25;35;44;52;59;68;75;84;88;88;88;88;88;88;100;100;100;100;88;88;88;88;88;84;88;88;88;88;88;88;100;88;84;75;64;54;43;32;21;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;8;19;29;40;50;59;68;75;84;88;100;100;100;100;100;100;100;100;88;100;88;77;77;77;77;75;77;77;77;77;77;84;88;84;75;68;59;50;40;29;19;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
